,location,total_sqft,bath,bhk
580,Banashankari,1650.0,3.0,3.0
581,Banashankari,1020.0,2.0,2.0
582,Banashankari,1450.0,2.0,2.0
583,Banashankari,1195.0,2.0,2.0
584,Banashankari,720.0,1.0,1.0
585,Banashankari,1100.0,2.0,2.0
586,Banashankari,1200.0,2.0,2.0
587,Banashankari,1175.0,2.0,2.0
588,Banashankari,1425.0,3.0,3.0
589,Banashankari,1340.0,2.0,3.0
590,Banashankari,1020.0,2.0,2.0
591,Banashankari,1426.0,3.0,3.0
592,Banashankari,1340.0,2.0,3.0
593,Banashankari,1125.0,2.0,2.0
594,Banashankari,1470.0,2.0,3.0
595,Banashankari,1200.0,2.0,3.0
596,Banashankari,1310.0,2.0,2.0
597,Banashankari,2582.0,5.0,3.0
598,Banashankari,2500.0,4.0,4.0
599,Banashankari,1683.0,3.0,3.0
600,Banashankari,1077.0,2.0,2.0
601,Banashankari,1800.0,3.0,3.0
602,Banashankari,1750.0,2.0,3.0
603,Banashankari,1886.0,3.0,3.0
604,Banashankari,1700.0,3.0,3.0
605,Banashankari,1800.0,3.0,3.0
606,Banashankari,1330.0,2.0,2.0
607,Banashankari,3580.0,3.0,3.0
608,Banashankari,1650.0,3.0,3.0
609,Banashankari,1200.0,3.0,3.0
610,Banashankari,1800.0,3.0,3.0
611,Banashankari,2400.0,1.0,1.0
612,Banashankari,1186.0,2.0,2.0
613,Banashankari,1300.0,2.0,3.0
614,Banashankari,600.0,1.0,2.0
615,Banashankari,1300.0,2.0,3.0
616,Banashankari,1800.0,3.0,3.0
617,Banashankari,1000.0,2.0,2.0
618,Banashankari,1181.0,2.0,2.0
619,Banashankari,1390.0,2.0,2.0
620,Banashankari,1650.0,3.0,3.0
621,Banashankari,1020.0,2.0,2.0
622,Banashankari Stage II,2400.0,2.0,3.0
623,Banashankari Stage II,1400.0,2.0,2.0
624,Banashankari Stage II,1250.0,2.0,2.0
625,Banashankari Stage II,1245.0,2.0,2.0
626,Banashankari Stage II,1200.0,2.0,3.0
627,Banashankari Stage II,1700.0,2.0,2.0
628,Banashankari Stage II,3000.0,3.0,3.0
629,Banashankari Stage II,1260.0,2.0,3.0
630,Banashankari Stage II,1500.0,2.0,3.0
631,Banashankari Stage II,2400.0,3.0,5.0
632,Banashankari Stage II,1200.0,2.0,4.0
633,Banashankari Stage III,1200.0,6.0,4.0
634,Banashankari Stage III,1305.0,2.0,3.0
635,Banashankari Stage III,1305.0,2.0,3.0
636,Banashankari Stage III,1085.0,2.0,2.0
637,Banashankari Stage III,1000.0,2.0,3.0
638,Banashankari Stage III,1420.0,2.0,3.0
639,Banashankari Stage III,1350.0,1.0,1.0
640,Banashankari Stage III,3000.0,6.0,6.0
641,Banashankari Stage III,1305.0,2.0,3.0
642,Banashankari Stage III,1480.0,3.0,3.0
643,Banashankari Stage III,1350.0,2.0,3.0
644,Banashankari Stage III,1305.0,2.0,3.0
645,Banashankari Stage III,1200.0,2.0,2.0
646,Banashankari Stage III,1304.0,2.0,2.0
647,Banashankari Stage III,1500.0,2.0,3.0
648,Banashankari Stage III,1650.0,3.0,3.0
649,Banashankari Stage III,1305.0,2.0,3.0
650,Banashankari Stage V,1355.0,2.0,3.0
651,Banashankari Stage V,920.0,2.0,2.0
652,Banashankari Stage V,1510.0,3.0,3.0
653,Banashankari Stage V,1630.0,3.0,3.0
654,Banashankari Stage V,1510.0,3.0,3.0
655,Banashankari Stage V,1650.0,3.0,3.0
656,Banashankari Stage V,1300.0,2.0,3.0
657,Banashankari Stage V,1035.0,2.0,2.0
658,Banashankari Stage V,1315.0,2.0,3.0
659,Banashankari Stage V,1540.0,3.0,3.0
660,Banaswadi,1145.0,2.0,2.0
661,Banaswadi,1200.0,2.0,2.0
662,Banaswadi,527.0,1.0,1.0
663,Banaswadi,1105.0,2.0,2.0
664,Banaswadi,1184.0,2.0,2.0
665,Banaswadi,1365.0,2.0,2.0
666,Banaswadi,1222.0,2.0,2.0
667,Banaswadi,1903.0,6.0,5.0
668,Banaswadi,870.0,2.0,2.0
669,Banaswadi,1600.0,3.0,3.0
670,Banaswadi,2250.0,5.0,5.0
671,Banaswadi,1340.0,2.0,2.0
672,Banaswadi,1008.0,2.0,2.0
673,Banaswadi,1250.0,2.0,2.0
674,Bannerghatta,1113.0,2.0,2.0
675,Bannerghatta,2370.0,4.0,3.0
676,Bannerghatta,2895.5,2.0,4.0
677,Bannerghatta,3012.0,6.0,4.0
678,Bannerghatta,1665.0,3.0,3.0
679,Bannerghatta,1618.0,3.0,3.0
680,Bannerghatta,1070.0,2.0,2.0
681,Bannerghatta,1776.0,3.0,3.0
682,Bannerghatta,1375.0,3.0,3.0
683,Bannerghatta,3012.0,6.0,4.0
684,Bannerghatta,1776.0,3.0,3.0
685,Bannerghatta,1120.0,2.0,2.0
686,Bannerghatta,1320.0,2.0,2.0
687,Bannerghatta,2611.0,3.0,3.0
688,Bannerghatta,1200.0,2.0,2.0
689,Bannerghatta Road,1200.0,2.0,2.0
690,Bannerghatta Road,1270.0,2.0,3.0
691,Bannerghatta Road,595.0,1.0,1.0
692,Bannerghatta Road,1115.0,2.0,2.0
693,Bannerghatta Road,1445.0,3.0,3.0
694,Bannerghatta Road,1237.5,2.0,2.0
695,Bannerghatta Road,1200.0,2.0,3.0
696,Bannerghatta Road,1157.0,2.0,2.0
697,Bannerghatta Road,1470.0,2.0,3.0
698,Bannerghatta Road,1200.0,2.0,4.0
699,Bannerghatta Road,630.0,1.0,1.0
700,Bannerghatta Road,595.0,1.0,1.0
701,Bannerghatta Road,1268.0,2.0,2.0
702,Bannerghatta Road,1427.0,2.0,3.0
703,Bannerghatta Road,1846.0,3.0,3.0
704,Bannerghatta Road,1640.0,2.0,3.0
705,Bannerghatta Road,2700.0,4.0,4.0
706,Bannerghatta Road,1400.0,3.0,3.0
707,Bannerghatta Road,1350.0,2.0,3.0
708,Bannerghatta Road,1711.0,3.0,3.0
709,Bannerghatta Road,1550.0,3.0,3.0
710,Bannerghatta Road,1100.0,2.0,2.0
711,Bannerghatta Road,1532.5,3.0,3.0
712,Bannerghatta Road,970.0,2.0,2.0
713,Bannerghatta Road,1650.0,3.0,3.0
714,Bannerghatta Road,1012.0,2.0,2.0
715,Bannerghatta Road,1535.0,3.0,3.0
716,Bannerghatta Road,1105.0,2.0,2.0
717,Bannerghatta Road,1246.0,2.0,2.0
718,Bannerghatta Road,1430.0,3.0,3.0
719,Bannerghatta Road,1650.0,3.0,3.0
720,Bannerghatta Road,1220.0,2.0,2.0
721,Bannerghatta Road,2400.0,4.0,4.0
722,Bannerghatta Road,2826.0,3.0,3.0
723,Bannerghatta Road,1400.0,3.0,3.0
724,Bannerghatta Road,1215.0,2.0,2.0
725,Bannerghatta Road,1725.0,3.0,3.0
726,Bannerghatta Road,1550.0,3.0,3.0
727,Bannerghatta Road,2932.0,5.0,4.0
728,Bannerghatta Road,1465.0,2.0,3.0
729,Bannerghatta Road,1115.0,2.0,2.0
730,Bannerghatta Road,1460.0,2.0,3.0
731,Bannerghatta Road,1656.0,2.0,3.0
732,Bannerghatta Road,912.0,2.0,2.0
733,Bannerghatta Road,1880.0,3.0,3.0
734,Bannerghatta Road,1130.0,2.0,2.0
735,Bannerghatta Road,1527.0,3.0,3.0
736,Bannerghatta Road,1550.0,2.0,3.0
737,Bannerghatta Road,1476.0,3.0,3.0
738,Bannerghatta Road,1012.0,2.0,2.0
739,Bannerghatta Road,1788.0,3.0,3.0
740,Bannerghatta Road,1450.0,2.0,3.0
741,Bannerghatta Road,1655.0,3.0,3.0
742,Bannerghatta Road,1122.5,2.0,2.0
743,Bannerghatta Road,1280.0,2.0,2.0
744,Bannerghatta Road,1150.0,2.0,2.0
745,Bannerghatta Road,1893.0,3.0,3.0
746,Bannerghatta Road,950.0,2.0,2.0
747,Bannerghatta Road,1122.5,2.0,2.0
748,Bannerghatta Road,1520.0,2.0,3.0
749,Bannerghatta Road,1275.0,2.0,2.0
750,Bannerghatta Road,1154.0,2.0,2.0
751,Bannerghatta Road,1170.0,2.0,3.0
752,Bannerghatta Road,1050.0,2.0,2.0
753,Bannerghatta Road,1100.0,2.0,3.0
754,Bannerghatta Road,1660.0,3.0,3.0
755,Bannerghatta Road,1625.0,2.0,3.0
756,Bannerghatta Road,1486.0,3.0,3.0
757,Bannerghatta Road,4723.0,4.0,4.0
758,Bannerghatta Road,1655.0,3.0,3.0
759,Bannerghatta Road,1150.0,2.0,2.0
760,Bannerghatta Road,1215.0,2.0,2.0
761,Bannerghatta Road,1015.0,2.0,2.0
762,Bannerghatta Road,1240.0,2.0,2.0
763,Bannerghatta Road,1630.0,3.0,3.0
764,Bannerghatta Road,1850.0,6.0,6.0
765,Bannerghatta Road,1460.0,2.0,3.0
766,Bannerghatta Road,1302.5,2.0,2.0
767,Bannerghatta Road,1215.0,2.0,2.0
768,Bannerghatta Road,1218.0,2.0,2.0
769,Bannerghatta Road,1465.0,2.0,3.0
770,Bannerghatta Road,1400.0,2.0,2.0
771,Bannerghatta Road,500.0,1.0,1.0
772,Bannerghatta Road,1215.0,2.0,2.0
773,Bannerghatta Road,1206.0,2.0,2.0
774,Bannerghatta Road,1380.0,3.0,4.0
775,Bannerghatta Road,1520.0,2.0,3.0
776,Bannerghatta Road,1115.0,2.0,2.0
777,Bannerghatta Road,1275.0,2.0,2.0
778,Bannerghatta Road,1022.0,2.0,2.0
779,Bannerghatta Road,1600.0,3.0,3.0
780,Bannerghatta Road,1460.0,2.0,3.0
781,Bannerghatta Road,1247.0,2.0,2.0
782,Bannerghatta Road,1260.0,2.0,2.0
783,Bannerghatta Road,1760.0,3.0,3.0
784,Bannerghatta Road,1750.0,3.0,3.0
785,Bannerghatta Road,1250.0,2.0,2.0
786,Bannerghatta Road,1660.0,3.0,3.0
787,Bannerghatta Road,1000.0,2.0,2.0
788,Bannerghatta Road,2700.0,5.0,5.0
789,Bannerghatta Road,1885.0,3.0,3.0
790,Bannerghatta Road,1340.0,2.0,2.0
791,Bannerghatta Road,1344.0,2.0,3.0
792,Bannerghatta Road,1136.0,2.0,2.0
793,Bannerghatta Road,1450.0,2.0,3.0
794,Bannerghatta Road,1460.0,2.0,3.0
795,Basavangudi,1850.0,3.0,3.0
796,Basavangudi,1600.0,2.0,3.0
797,Basavangudi,2453.0,3.0,4.0
798,Basavangudi,1542.14,3.0,3.0
799,Basavangudi,1500.0,2.0,3.0
800,Basavangudi,2300.0,3.0,3.0
801,Basavangudi,2600.0,4.0,4.0
802,Basavangudi,1100.0,2.0,2.0
803,Basavangudi,1485.0,3.0,3.0
804,Basavangudi,1350.0,2.0,3.0
805,Basavangudi,1800.0,3.0,3.0
806,Basavangudi,2337.0,4.0,3.0
807,Basavangudi,1560.0,2.0,2.0
808,Basavangudi,2350.0,3.0,3.0
809,Basavangudi,1650.0,3.0,3.0
810,Basavangudi,1036.0,2.0,2.0
811,Basavangudi,2500.0,4.0,4.0
812,Basavangudi,670.0,1.0,1.0
813,Basavangudi,1230.0,2.0,2.0
814,Basaveshwara Nagar,1200.0,3.0,3.0
815,Basaveshwara Nagar,1200.0,2.0,2.0
816,Basaveshwara Nagar,1200.0,2.0,2.0
817,Basaveshwara Nagar,2460.0,7.0,7.0
818,Basaveshwara Nagar,4500.0,5.0,5.0
819,Basaveshwara Nagar,1180.0,2.0,2.0
820,Basaveshwara Nagar,1200.0,2.0,2.0
821,Basaveshwara Nagar,1200.0,2.0,2.0
822,Basaveshwara Nagar,2400.0,4.0,5.0
823,Basaveshwara Nagar,900.0,2.0,2.0
824,Basaveshwara Nagar,1865.0,3.0,3.0
825,Battarahalli,1300.0,2.0,2.0
826,Battarahalli,1071.0,2.0,2.0
827,Battarahalli,2500.0,3.0,4.0
828,Battarahalli,1276.0,2.0,2.0
829,Battarahalli,1097.0,2.0,2.0
830,Battarahalli,1165.0,2.0,2.0
831,Battarahalli,1779.0,3.0,3.0
832,Battarahalli,1516.0,3.0,3.0
833,Battarahalli,2024.0,3.0,3.0
834,Battarahalli,1880.0,3.0,3.0
835,Battarahalli,1135.0,2.0,2.0
836,Battarahalli,1200.0,2.0,2.0
837,Begur,1664.0,4.0,4.0
838,Begur,1475.0,2.0,3.0
839,Begur,815.0,2.0,2.0
840,Begur,1550.0,4.0,4.0
841,Begur,1443.0,2.0,3.0
842,Begur,3500.0,4.0,3.0
843,Begur,1304.0,3.0,3.0
844,Begur,1100.0,2.0,2.0
845,Begur,1445.0,2.0,3.0
846,Begur,1200.0,2.0,2.0
847,Begur,1559.0,3.0,3.0
848,Begur,1411.0,2.0,3.0
849,Begur,1580.0,3.0,3.0
850,Begur Road,1200.0,2.0,2.0
851,Begur Road,644.0,1.0,1.0
852,Begur Road,1200.0,2.0,2.0
853,Begur Road,1500.0,2.0,3.0
854,Begur Road,1200.0,2.0,2.0
855,Begur Road,1584.0,3.0,3.0
856,Begur Road,1200.0,2.0,2.0
857,Begur Road,1100.0,2.0,2.0
858,Begur Road,1600.0,3.0,3.0
859,Begur Road,952.0,2.0,2.0
860,Begur Road,1634.0,3.0,3.0
861,Begur Road,1583.0,3.0,3.0
862,Begur Road,1200.0,3.0,3.0
863,Begur Road,1410.0,2.0,3.0
864,Begur Road,1358.0,2.0,2.0
865,Begur Road,1240.0,2.0,2.0
866,Begur Road,1225.0,2.0,2.0
867,Begur Road,1240.0,2.0,2.0
868,Begur Road,1565.0,2.0,3.0
869,Begur Road,1160.0,2.0,2.0
870,Begur Road,1170.0,2.0,2.0
871,Begur Road,1583.0,3.0,3.0
872,Begur Road,1615.0,3.0,3.0
873,Begur Road,1500.0,2.0,3.0
874,Begur Road,1410.0,2.0,3.0
875,Begur Road,1160.0,2.0,2.0
876,Begur Road,1200.0,2.0,2.0
877,Begur Road,1565.0,2.0,3.0
878,Begur Road,1565.0,2.0,3.0
879,Begur Road,1410.0,2.0,3.0
880,Begur Road,1200.0,2.0,2.0
881,Begur Road,1260.0,2.0,2.0
882,Begur Road,1500.0,2.0,3.0
883,Begur Road,1215.0,2.0,2.0
884,Begur Road,2500.0,6.0,4.0
885,Begur Road,1200.0,2.0,2.0
886,Begur Road,1200.0,2.0,2.0
887,Begur Road,1160.0,2.0,2.0
888,Begur Road,1410.0,2.0,3.0
889,Begur Road,1241.0,2.0,2.0
890,Begur Road,2462.0,6.0,4.0
891,Begur Road,1615.0,3.0,3.0
892,Begur Road,1410.0,2.0,3.0
893,Begur Road,1400.0,2.0,3.0
894,Begur Road,644.0,1.0,1.0
895,Begur Road,1160.0,2.0,2.0
896,Begur Road,1160.0,2.0,2.0
897,Begur Road,1160.0,2.0,2.0
898,Begur Road,1160.0,2.0,2.0
899,Begur Road,1260.0,2.0,2.0
900,Begur Road,1410.0,2.0,3.0
901,Begur Road,1160.0,2.0,2.0
902,Begur Road,1160.0,2.0,2.0
903,Begur Road,1444.0,2.0,3.0
904,Begur Road,1565.0,2.0,3.0
905,Begur Road,2400.0,4.0,4.0
906,Begur Road,1410.0,2.0,3.0
907,Begur Road,1500.0,2.0,3.0
908,Begur Road,1200.0,2.0,2.0
909,Begur Road,1100.0,2.0,2.0
910,Begur Road,1410.0,2.0,3.0
911,Bellandur,982.0,2.0,2.0
912,Bellandur,1735.0,3.0,3.0
913,Bellandur,3016.0,4.0,4.0
914,Bellandur,950.0,2.0,2.0
915,Bellandur,1060.0,2.0,2.0
916,Bellandur,1785.0,3.0,3.0
917,Bellandur,1785.0,3.0,3.0
918,Bellandur,924.0,2.0,2.0
919,Bellandur,981.0,2.0,2.0
920,Bellandur,1490.0,2.0,3.0
921,Bellandur,1540.0,4.0,4.0
922,Bellandur,982.0,2.0,2.0
923,Bellandur,1420.0,3.0,3.0
924,Bellandur,960.0,2.0,2.0
925,Bellandur,1398.0,3.0,3.0
926,Bellandur,1049.0,2.0,2.0
927,Bellandur,1310.0,2.0,2.0
928,Bellandur,1205.0,2.0,2.0
929,Bellandur,1350.0,2.0,2.0
930,Bellandur,1063.0,2.0,2.0
931,Bellandur,1260.0,2.0,2.0
932,Bellandur,924.0,2.0,2.0
933,Bellandur,1281.0,2.0,2.0
934,Bellandur,1100.0,2.0,2.0
935,Bellandur,1220.0,2.0,2.0
936,Bellandur,1286.0,2.0,2.0
937,Bellandur,1550.0,2.0,2.0
938,Bellandur,1015.0,2.0,2.0
939,Bellandur,1195.0,2.0,2.0
940,Bellandur,1262.0,2.0,2.0
941,Bellandur,1717.0,3.0,3.0
942,Bellandur,1830.0,3.0,3.0
943,Bellandur,1170.0,2.0,2.0
944,Bellandur,1096.0,2.0,2.0
945,Bellandur,1685.0,3.0,3.0
946,Bellandur,2039.0,3.0,3.0
947,Bellandur,1400.0,2.0,3.0
948,Bellandur,1138.0,3.0,3.0
949,Bellandur,1185.0,2.0,2.0
950,Bellandur,1251.0,2.0,2.0
951,Bellandur,1846.0,3.0,3.0
952,Bellandur,1350.0,2.0,3.0
953,Bellandur,1830.0,3.0,3.0
954,Bellandur,1685.0,3.0,3.0
955,Bellandur,1435.0,2.0,3.0
956,Bellandur,921.0,2.0,2.0
957,Bellandur,1450.0,3.0,3.0
958,Bellandur,1310.0,2.0,2.0
959,Bellandur,1205.0,2.0,2.0
960,Bellandur,1767.0,3.0,3.0
961,Bellandur,1465.0,3.0,2.0
962,Bellandur,1457.0,2.0,2.0
963,Bellandur,1211.0,2.0,2.0
964,Bellandur,1200.0,2.0,2.0
965,Bellandur,1325.0,2.0,2.0
966,Bellandur,924.0,2.0,2.0
967,Bellandur,1050.0,2.0,2.0
968,Bellandur,2025.0,4.0,4.0
969,Bellandur,1535.0,3.0,3.0
970,Bellandur,1665.0,3.0,3.0
971,Bellandur,1410.0,3.0,2.0
972,Bellandur,1150.0,2.0,2.0
973,Bellandur,1281.0,2.0,2.0
974,Bellandur,3596.0,4.0,4.0
975,Bellandur,1047.0,2.0,2.0
976,Bellandur,1454.0,2.0,2.0
977,Bellandur,1000.0,2.0,2.0
978,Bellandur,1692.0,3.0,3.0
979,Bellandur,1200.0,2.0,2.0
980,Benson Town,1688.0,2.0,2.0
981,Benson Town,1805.0,3.0,3.0
982,Benson Town,3633.0,6.0,4.0
983,Benson Town,1480.0,2.0,2.0
984,Benson Town,1567.0,3.0,2.0
985,Benson Town,1688.12,2.0,2.0
986,Benson Town,2270.0,3.0,3.0
987,Benson Town,4460.0,5.0,4.0
988,Benson Town,5000.0,5.0,4.0
989,Benson Town,3569.0,4.0,4.0
990,Benson Town,1750.0,3.0,3.0
991,Benson Town,3200.0,4.0,3.0
992,Bhoganhalli,1447.0,2.0,2.0
993,Bhoganhalli,2119.0,4.0,4.0
994,Bhoganhalli,910.2,2.0,2.0
995,Bhoganhalli,1610.0,3.0,3.0
996,Bhoganhalli,1234.6,3.0,3.0
997,Bhoganhalli,1410.0,3.0,3.0
998,Bhoganhalli,2072.5,2.0,4.0
999,Bhoganhalli,1610.0,3.0,3.0
1000,Bhoganhalli,1554.3,4.0,4.0
1001,Bhoganhalli,804.1,2.0,2.0
1002,Bhoganhalli,2119.0,4.0,4.0
1003,Bhoganhalli,2171.0,4.0,4.0
1004,Bhoganhalli,1447.0,2.0,2.0
1005,Bhoganhalli,1205.0,2.0,2.0
1006,Bhoganhalli,1447.0,2.0,2.0
1007,Bhoganhalli,1974.0,4.0,4.0
1008,Bhoganhalli,1447.0,2.0,2.0
1009,Bhoganhalli,1125.0,2.0,2.0
1010,Bhoganhalli,2439.0,4.0,4.0
1011,Bhoganhalli,2119.0,4.0,4.0
1012,Bhoganhalli,1610.0,3.0,3.0
1013,Bhoganhalli,1277.0,2.0,2.0
1014,Bhoganhalli,1703.0,3.0,3.0
1015,Bhoganhalli,1760.0,3.0,3.0
1016,Bhoganhalli,1444.0,2.0,2.0
1017,Bhoganhalli,2439.0,5.0,4.0
1018,Bhoganhalli,1718.0,3.0,3.0
1019,Bhoganhalli,1444.0,2.0,2.0
1020,Bhoganhalli,2119.0,4.0,4.0
1021,Bhoganhalli,1548.3,4.0,4.0
1022,Bhoganhalli,1718.0,3.0,3.0
1023,Bhoganhalli,1053.4,3.0,3.0
1024,Bhoganhalli,1670.0,3.0,3.0
1025,Bhoganhalli,1707.0,3.0,3.0
1026,Bhoganhalli,1458.0,3.0,3.0
1027,Bhoganhalli,2119.0,4.0,4.0
1028,Billekahalli,1350.0,3.0,2.0
1029,Billekahalli,1650.0,3.0,3.0
1030,Billekahalli,2400.0,3.0,3.0
1031,Billekahalli,1935.0,3.0,3.0
1032,Billekahalli,1805.0,3.0,3.0
1033,Billekahalli,1035.0,2.0,2.0
1034,Billekahalli,1360.0,2.0,2.0
1035,Billekahalli,950.0,2.0,2.0
1036,Billekahalli,1112.0,2.0,2.0
1037,Billekahalli,1140.0,2.0,2.0
1038,Billekahalli,1125.0,2.0,2.0
1039,Billekahalli,950.0,2.0,2.0
1040,Billekahalli,2968.0,3.0,3.0
1041,Billekahalli,1290.0,3.0,3.0
1042,Billekahalli,1672.0,3.0,4.0
1043,Binny Pete,1282.0,3.0,3.0
1044,Binny Pete,1795.0,3.0,3.0
1045,Binny Pete,660.0,1.0,1.0
1046,Binny Pete,1282.0,3.0,3.0
1047,Binny Pete,2465.0,5.0,3.0
1048,Binny Pete,1282.0,3.0,3.0
1049,Binny Pete,665.0,1.0,1.0
1050,Binny Pete,2406.0,5.0,3.0
1051,Binny Pete,1970.0,3.0,3.0
1052,Binny Pete,1245.0,2.0,2.0
1053,Binny Pete,1350.0,2.0,2.0
1054,Binny Pete,2940.0,6.0,4.0
1055,Binny Pete,1365.0,2.0,2.0
1056,Binny Pete,665.0,1.0,1.0
1057,Binny Pete,1740.0,3.0,3.0
1058,Binny Pete,1282.0,3.0,3.0
1059,Bisuvanahalli,845.0,2.0,2.0
1060,Bisuvanahalli,1075.0,2.0,3.0
1061,Bisuvanahalli,1075.0,2.0,3.0
1062,Bisuvanahalli,850.0,2.0,2.0
1063,Bisuvanahalli,1075.0,2.0,3.0
1064,Bisuvanahalli,1075.0,2.0,3.0
1065,Bisuvanahalli,845.0,2.0,2.0
1066,Bisuvanahalli,1075.0,2.0,3.0
1067,Bisuvanahalli,1180.0,3.0,3.0
1068,Bisuvanahalli,1075.0,2.0,3.0
1069,Bisuvanahalli,1075.0,2.0,3.0
1070,Bisuvanahalli,945.0,2.0,2.0
1071,Bisuvanahalli,1075.0,2.0,3.0
1072,Bisuvanahalli,1080.0,2.0,3.0
1073,Bisuvanahalli,1075.0,2.0,3.0
1074,Bisuvanahalli,1080.0,2.0,3.0
1075,Bisuvanahalli,1180.0,2.0,3.0
1076,Bisuvanahalli,850.0,1.0,2.0
1077,Bisuvanahalli,845.0,2.0,2.0
1078,Bisuvanahalli,1075.0,3.0,3.0
1079,Bisuvanahalli,1075.0,2.0,3.0
1080,Bisuvanahalli,1075.0,2.0,3.0
1081,Bisuvanahalli,845.0,2.0,2.0
1082,Bisuvanahalli,1075.0,2.0,3.0
1083,Bisuvanahalli,1075.0,2.0,3.0
1084,Bisuvanahalli,1075.0,2.0,3.0
1085,Bisuvanahalli,1075.0,2.0,3.0
1086,Bisuvanahalli,1180.0,2.0,3.0
1087,Bisuvanahalli,1075.0,2.0,3.0
1088,Bisuvanahalli,845.0,2.0,2.0
1089,Bisuvanahalli,1075.0,2.0,3.0
1090,Bisuvanahalli,1075.0,2.0,3.0
1091,Bisuvanahalli,1075.0,2.0,3.0
1092,Bisuvanahalli,845.0,2.0,2.0
1093,Bisuvanahalli,1075.0,2.0,3.0
1094,Bisuvanahalli,1075.0,2.0,3.0
1095,Bisuvanahalli,1075.0,2.0,3.0
1096,Bisuvanahalli,1180.0,2.0,3.0
1097,Bisuvanahalli,1075.0,2.0,3.0
1098,Bommanahalli,1090.0,3.0,2.0
1099,Bommanahalli,1416.0,2.0,3.0
1100,Bommanahalli,1091.0,2.0,2.0
1101,Bommanahalli,1250.0,3.0,3.0
1102,Bommanahalli,520.0,1.0,1.0
1103,Bommanahalli,1110.0,2.0,2.0
1104,Bommanahalli,1250.0,4.0,3.0
1105,Bommanahalli,2875.0,7.0,7.0
1106,Bommanahalli,1375.0,3.0,3.0
1107,Bommanahalli,1050.0,2.0,2.0
1108,Bommanahalli,1250.0,2.0,3.0
1109,Bommanahalli,910.0,2.0,2.0
1110,Bommanahalli,1170.0,2.0,2.0
1111,Bommanahalli,515.0,1.0,1.0
1112,Bommanahalli,1300.0,3.0,3.0
1113,Bommanahalli,1020.0,2.0,2.0
1114,Bommanahalli,1625.0,2.0,3.0
1115,Bommanahalli,2100.0,4.0,4.0
1116,Bommanahalli,1850.0,3.0,3.0
1117,Bommanahalli,1660.0,2.0,3.0
1118,Bommanahalli,1050.0,2.0,2.0
1119,Bommanahalli,1000.0,2.0,2.0
1120,Bommanahalli,1100.0,1.0,2.0
1121,Bommanahalli,1350.0,2.0,2.0
1122,Bommasandra,920.0,2.0,2.0
1123,Bommasandra,800.0,1.0,2.0
1124,Bommasandra,842.0,2.0,2.0
1125,Bommasandra,1260.0,3.0,3.0
1126,Bommasandra,1035.0,2.0,2.0
1127,Bommasandra,1478.0,2.0,3.0
1128,Bommasandra,1400.0,2.0,3.0
1129,Bommasandra,1280.0,3.0,3.0
1130,Bommasandra,1015.0,2.0,2.0
1131,Bommasandra,1942.0,3.0,3.0
1132,Bommasandra,1035.0,2.0,2.0
1133,Bommasandra,1295.0,2.0,3.0
1134,Bommasandra,1000.0,2.0,2.0
1135,Bommasandra,950.0,2.0,2.0
1136,Bommasandra,1260.0,3.0,3.0
1137,Bommasandra,1014.0,2.0,2.0
1138,Bommasandra,1447.0,3.0,3.0
1139,Bommasandra,920.0,2.0,2.0
1140,Bommasandra,1034.0,2.0,2.0
1141,Bommasandra,902.0,2.0,2.0
1142,Bommasandra,955.0,2.0,2.0
1143,Bommasandra,1060.0,2.0,2.0
1144,Bommasandra,1020.0,2.0,2.0
1145,Bommasandra,1200.0,3.0,3.0
1146,Bommasandra,877.0,2.0,2.0
1147,Bommasandra Industrial Area,1310.0,2.0,3.0
1148,Bommasandra Industrial Area,1005.0,2.0,2.0
1149,Bommasandra Industrial Area,1125.0,2.0,2.0
1150,Bommasandra Industrial Area,1090.0,2.0,2.0
1151,Bommasandra Industrial Area,1320.0,2.0,3.0
1152,Bommasandra Industrial Area,1320.0,2.0,3.0
1153,Bommasandra Industrial Area,1220.0,2.0,3.0
1154,Bommasandra Industrial Area,1125.0,2.0,2.0
1155,Bommasandra Industrial Area,1250.0,3.0,3.0
1156,Bommasandra Industrial Area,1020.0,2.0,2.0
1157,Bommasandra Industrial Area,1160.0,2.0,2.0
1158,Bommasandra Industrial Area,1130.0,2.0,2.0
1159,Bommasandra Industrial Area,1065.0,2.0,2.0
1160,Bommasandra Industrial Area,7000.0,2.0,2.0
1161,Bommasandra Industrial Area,1280.0,3.0,3.0
1162,Bommasandra Industrial Area,1365.0,3.0,3.0
1163,Bommasandra Industrial Area,1090.0,2.0,2.0
1164,Bommasandra Industrial Area,1000.0,2.0,2.0
1165,Bommasandra Industrial Area,1200.0,3.0,2.0
1166,Bommasandra Industrial Area,1020.0,2.0,2.0
1167,Bommasandra Industrial Area,1220.0,2.0,3.0
1168,Brookefield,1746.0,3.0,3.0
1169,Brookefield,1440.0,2.0,3.0
1170,Brookefield,1125.0,2.0,2.0
1171,Brookefield,1150.0,2.0,2.0
1172,Brookefield,1200.0,2.0,2.0
1173,Brookefield,1230.0,2.0,2.0
1174,Brookefield,1420.0,3.0,3.0
1175,Brookefield,2700.0,8.0,8.0
1176,Brookefield,1706.0,3.0,3.0
1177,Brookefield,1225.0,2.0,2.0
1178,Brookefield,1270.0,2.0,2.0
1179,Brookefield,1130.0,2.0,2.0
1180,Brookefield,1262.0,2.0,2.0
1181,Brookefield,1518.0,3.0,3.0
